density(Arts & Entertainment),density(College & University),density(Event),density(Food),density(Nightlife Spot),density(Outdoors & Recreation),density(Professional & Other Places),density(Residence),density(Shop & Service),density(Travel & Transport)
0.0,0.0,0.0,0.0,0.0,114.66574934067195,57.332874670335976,0.0,57.332874670335976,0.0
0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,57.332874670335976,0.0,57.332874670335976
0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,171.99862401100793,0.0,0.0,0.0,0.0,0.0,114.66574934067195
0.0,0.0,0.0,229.3314986813439,0.0,0.0,0.0,114.66574934067195,171.99862401100793,57.332874670335976
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0
57.332874670335976,0.0,0.0,0.0,0.0,0.0,57.332874670335976,57.332874670335976,0.0,57.332874670335976
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,57.332874670335976,0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,171.99862401100793,0.0,0.0,0.0,0.0,0.0,114.66574934067195
0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,57.332874670335976,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,57.332874670335976,171.99862401100793,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,114.66574934067195,57.332874670335976,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,745.3273707143677,0.0,57.332874670335976,0.0,0.0,57.332874670335976,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.332874670335976
0.0,0.0,0.0,57.332874670335976,0.0,171.99862401100793,0.0,57.332874670335976,57.332874670335976,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
